season,gameId,team,playerId,playerPosition,period,startTimeSeconds,endTimeSeconds,startGameTimeSeconds,endGameTimeSeconds
2024,2024020057,away,8477365,D,4,43,98,3643,3698
2024,2024020057,home,8477435,D,1,43,97,43,97
2024,2024020057,home,8477435,D,1,222,272,222,272
2024,2024020057,home,8477435,D,1,389,484,389,484
2024,2024020057,home,8477435,D,1,693,717,693,717
2024,2024020057,home,8477435,D,1,846,895,846,895
2024,2024020057,home,8477435,D,1,1067,1113,1067,1113
2024,2024020057,home,8477435,D,2,115,136,1315,1336
2024,2024020057,home,8477435,D,2,182,228,1382,1428
2024,2024020057,home,8477435,D,2,530,552,1730,1752
2024,2024020057,home,8477435,D,2,712,760,1912,1960
2024,2024020057,home,8477435,D,2,767,832,1967,2032
2024,2024020057,home,8477435,D,2,956,1009,2156,2209
2024,2024020057,home,8477435,D,3,206,240,2606,2640
2024,2024020057,home,8477435,D,3,363,400,2763,2800
2024,2024020057,home,8477435,D,3,513,576,2913,2976
2024,2024020057,home,8477435,D,3,656,724,3056,3124
2024,2024020057,home,8477435,D,3,846,870,3246,3270
2024,2024020057,home,8477435,D,3,1010,1018,3410,3418
2024,2024020057,home,8477465,G,1,0,693,0,693
2024,2024020057,away,8477949,R,1,19,43,19,43
2024,2024020057,away,8477949,R,1,188,242,188,242
2024,2024020057,away,8477949,R,1,356,420,356,420
2024,2024020057,away,8477949,R,1,620,693,620,693
2024,2024020057,away,8477949,R,1,729,776,729,776
2024,2024020057,away,8477949,R,1,950,1017,950,1017
2024,2024020057,away,8477949,R,1,1157,1195,1157,1195
2024,2024020057,away,8477949,R,2,38,133,1238,1333
2024,2024020057,away,8477949,R,2,309,364,1509,1564
2024,2024020057,away,8477949,R,2,498,517,1698,1717
2024,2024020057,away,8477949,R,2,552,567,1752,1767
2024,2024020057,away,8477949,R,2,619,659,1819,1859
2024,2024020057,away,8477949,R,2,826,891,2026,2091
2024,2024020057,away,8477949,R,2,1023,1073,2223,2273
2024,2024020057,away,8477949,R,2,1193,1200,2393,2400
2024,2024020057,away,8477949,R,3,0,39,2400,2439
2024,2024020057,away,8477949,R,3,83,132,2483,2532
2024,2024020057,away,8477949,R,3,188,206,2588,2606
2024,2024020057,away,8477949,R,3,225,249,2625,2649
2024,2024020057,away,8477949,R,3,400,463,2800,2863
2024,2024020057,away,8477949,R,3,583,616,2983,3016
2024,2024020057,away,8477949,R,3,703,737,3103,3137
2024,2024020057,away,8477949,R,3,826,870,3226,3270
2024,2024020057,away,8477949,R,3,897,951,3297,3351
2024,2024020057,away,8477949,R,3,1035,1086,3435,3486
2024,2024020057,away,8477949,R,3,1154,1200,3554,3600
2024,2024020057,home,8477969,D,1,19,43,19,43
2024,2024020057,home,8477969,D,1,127,188,127,188
2024,2024020057,home,8477969,D,1,273,354,273,354
2024,2024020057,home,8477969,D,1,484,563,484,563
2024,2024020057,home,8477969,D,1,661,693,661,693
2024,2024020057,home,8477969,D,1,717,786,717,786
2024,2024020057,home,8477969,D,1,895,949,895,949
2024,2024020057,home,8477969,D,1,1004,1068,1004,1068
2024,2024020057,home,8477969,D,1,1155,1200,1155,1200
2024,2024020057,home,8477969,D,2,62,118,1262,1318
2024,2024020057,home,8477969,D,2,227,292,1427,1492
2024,2024020057,home,8477969,D,2,371,450,1571,1650
2024,2024020057,home,8477969,D,2,648,712,1848,1912
2024,2024020057,home,8477969,D,2,757,767,1957,1967
2024,2024020057,home,8477969,D,2,874,960,2074,2160
2024,2024020057,home,8477969,D,3,39,83,2439,2483
2024,2024020057,home,8477969,D,3,188,206,2588,2606
2024,2024020057,home,8477969,D,3,329,363,2729,2763
2024,2024020057,home,8477969,D,3,434,514,2834,2914
2024,2024020057,home,8477969,D,3,616,656,3016,3056
2024,2024020057,home,8477969,D,3,796,843,3196,3243
2024,2024020057,home,8477969,D,3,941,1000,3341,3400
2024,2024020057,home,8477969,D,3,1018,1070,3418,3470
2024,2024020057,home,8477969,D,3,1154,1200,3554,3600
2024,2024020057,away,8478043,C,1,97,151,97,151
2024,2024020057,away,8478043,C,1,284,299,284,299
2024,2024020057,away,8478043,C,1,484,555,484,555
2024,2024020057,away,8478043,C,1,776,843,776,843
2024,2024020057,away,8478043,C,1,1070,1113,1070,1113
2024,2024020057,away,8478043,C,2,207,250,1407,1450
2024,2024020057,away,8478043,C,2,726,767,1926,1967
2024,2024020057,away,8478043,C,2,920,971,2120,2171
2024,2024020057,away,8478043,C,2,1126,1171,2326,2371
2024,2024020057,away,8478043,C,3,355,400,2755,2800
2024,2024020057,away,8478043,C,3,656,701,3056,3101
